,ISIN CODE,NAME,TICKER SYMBOL,trade_count,n_distinct_traders,n_distinct_trade_types,ts_rows,reason_to_exclude
1540,US8288061091,SIMON PROPERTY GROUP,SPG,698,42,8,1509.0,Non-unique-ticker
3011,NA,NAVSIGHT HOLDINGS INC CL B,SPIR,17,13,2,824.0,Non-unique-ticker
1581,US8485601087,SPIRE GLOBAL A,SPIR,17,13,2,344.0,Non-unique-ticker
1585,LU1778762911,SPOTIFY TECHNOLOGY,SPOT,5,5,2,997.0,Non-unique-ticker
3091,NA,PANAMSAT 'A',SPOT,5,5,2,824.0,Non-unique-ticker
3092,NA,PANAMSAT 'B',SPOT,5,5,2,824.0,Non-unique-ticker
3357,NA,SQUARESPACE INC CL B,SQSP,50,12,6,824.0,Non-unique-ticker
1590,US85225A1079,SQUARESPACE A,SQSP,50,12,6,209.0,Non-unique-ticker
3362,NA,STANDARD REGISTER CLASS A,SR,634,40,8,824.0,Non-unique-ticker
1580,US84857L1017,SPIRE,SR,634,40,8,1509.0,Non-unique-ticker
1493,CA80013R2063,SANDSTORM GOLD (NYS),SSL,0,0,0,1509.0,Non-unique-ticker
1495,US8038663006,SASOL SPN.ADR. 1:1,SSL,0,0,0,1509.0,Non-unique-ticker
3375,NA,STEWART INFO SVCS CLASS B,STC,645,47,8,824.0,Non-unique-ticker
1607,US8603721015,STEWART INFO.SVS.,STC,645,47,8,1509.0,Non-unique-ticker
3364,NA,STAR PEAK ENERGY TRANSITION CL B,STEM,91,20,7,824.0,Non-unique-ticker
1603,US85859N1028,STEM,STEM,91,20,7,362.0,Non-unique-ticker
2067,NA,ARGON ST INC,STST,0,0,0,824.0,Non-unique-ticker
3361,NA,STALWART TANKERS DEAD - DELETE.24/01/19,STST,0,0,0,824.0,Non-unique-ticker
1606,IT0005452658,STEVANATO GROUP,STVN,0,0,0,169.0,Non-unique-ticker
3372,NA,STEVANATO GROUP SPA CL B,STVN,0,0,0,824.0,Non-unique-ticker
484,US21036P1084,CONSTELLATION BRANDS 'A',STZ,846,47,9,1509.0,Non-unique-ticker
485,US21036P2074,CONSTELLATION BRANDS 'B',STZ,846,47,9,1504.0,Non-unique-ticker
3339,NA,SPARTAN ACQUISITION II CL B,SUNL,48,16,4,824.0,Non-unique-ticker
1625,US86738J1060,SUNLIGHT FINANCIAL HOLDINGS A,SUNL,48,16,4,294.0,Non-unique-ticker
3395,NA,SWITCH INC CLASS C,SWCH,378,27,9,824.0,Non-unique-ticker
3396,NA,SWITCH INC CLSS B,SWCH,378,27,9,824.0,Non-unique-ticker
1631,US87105L1044,SWITCH 'A',SWCH,378,27,9,1118.0,Non-unique-ticker
1666,CA87971M1032,TELUS (NYS),T,4387,70,9,1509.0,Non-unique-ticker
171,US00206R1023,AT&T,T,4387,70,9,1509.0,Non-unique-ticker
2974,NA,MOLSON COORS BEVERAGE CO CL C,TAP,1001,48,9,824.0,Non-unique-ticker
2975,NA,MOLSON COORS BEVERAGE CO CL D,TAP,1001,48,9,824.0,Non-unique-ticker
1170,US60871R1005,MOLSON COORS BEVERAGE A,TAP,1001,48,9,1508.0,Non-unique-ticker
1171,US60871R2094,MOLSON COORS BEVERAGE COMPANY B,TAP,1001,48,9,1509.0,Non-unique-ticker
3476,NA,TRAVELERS PR.CLTY.'B' (OLD),TAP+A,3103,131,11,824.0,Non-unique-ticker
3477,NA,TRAVELERS PROPERTY CASUALTY CORP,TAP+A,3103,131,11,824.0,Non-unique-ticker
3422,NA,TENNECO INC CL B,TEN,269,34,8,824.0,Non-unique-ticker
1673,US8803491054,TENNECO A,TEN,269,34,8,1509.0,Non-unique-ticker
3404,NA,TALLGRASS ENERGY GP LP CL B,TGE,135,23,8,824.0,Non-unique-ticker
3405,US8746961072,TALLGRASS ENERGY GP.CL.A DEAD - DELIST.17/04/20,TGE,135,23,8,1026.0,Non-unique-ticker
3487,NA,TRIUMPH GP.INC,TGI,486,41,8,824.0,Non-unique-ticker
1726,US8968181011,TRIUMPH GROUP NEW,TGI,486,41,8,1509.0,Non-unique-ticker
2175,US09630D1000,BLUEROCK TOTAL INCOME+ REAL ESTATE CL D,TIPRX,0,0,0,,Non-unique-ticker
2176,US09630D2099,BLUEROCK TOTAL INCOME+ REAL ESTATE FUND,TIPRX,0,0,0,,Non-unique-ticker
2173,US09630D3089,BLUEROCK TOTAL INCOME+ REAL ESTATE CL B,TIPRX,0,0,0,,Non-unique-ticker
2174,US09630D4079,BLUEROCK TOTAL INCOME+ REAL ESTATE CL C,TIPRX,0,0,0,,Non-unique-ticker
3446,NA,TILLY'S CLASS B,TLYS,432,22,9,824.0,Non-unique-ticker
1690,US8868851028,TILLY'S CLASS A,TLYS,432,22,9,1509.0,Non-unique-ticker
3456,NA,TOAST INC CL B,TOST,94,16,6,824.0,Non-unique-ticker
1697,US8887871080,TOAST A,TOST,94,16,6,122.0,Non-unique-ticker
3492,NA,TURNING POINT BRANDS INC CL 'B',TPB,160,21,8,824.0,Non-unique-ticker
1735,US90041L1052,TURNING POINT BRANDS,TPB,160,21,8,1473.0,Non-unique-ticker
3471,NA,TRADEWEB MARKETS CL C,TW,547,17,8,824.0,Non-unique-ticker
3472,NA,TRADEWEB MARKETS CL D,TW,547,17,8,824.0,Non-unique-ticker
3473,NA,TRADEWEB MARKETS INC CL B,TW,547,17,8,824.0,Non-unique-ticker
3430,NA,THERMA-WAVE 'B',TWAV,27,12,5,824.0,Non-unique-ticker
3431,NA,THERMA-WAVE 'L',TWAV,27,12,5,824.0,Non-unique-ticker
2045,NA,AOL TIME WARNER LMCN-V,TWX,1397,38,9,824.0,Non-unique-ticker
3449,US8873173038,TIME WARNER DEAD - DELIST.16/06/18,TWX,1397,38,9,564.0,Non-unique-ticker
1753,US9043111072,UNDER ARMOUR A,UAA,1325,61,9,1509.0,Non-unique-ticker
1754,US9043112062,UNDER ARMOUR 'C',UAA,1325,61,9,1507.0,Non-unique-ticker
1778,US9172861067,URSTADT BIDDLE PROPS.,UBA,347,20,7,1509.0,Non-unique-ticker
1777,US9172862057,URSTADT BID.PROPS.'A',UBA,347,20,7,1509.0,Non-unique-ticker
3507,NA,UNIVERSAL HEALTH SVC CLASS C,UHS,739,21,10,824.0,Non-unique-ticker
3508,NA,UNIVERSAL HEALTH SVS.'A',UHS,739,21,10,824.0,Non-unique-ticker
1770,US9139031002,UNIVERSAL HEALTH SVS.'B',UHS,739,21,10,1509.0,Non-unique-ticker
3500,NA,UNIFIRST CL.B,UNF,1109,27,10,824.0,Non-unique-ticker
1756,US9047081040,UNIFIRST,UNF,1109,27,10,1509.0,Non-unique-ticker
2087,NA,ASPIRATIONAL CONSUMER LYF CL B,UP,58,22,4,824.0,Non-unique-ticker
1871,US96328L1061,WHEELS UP EXPERIENCE A,UP,58,22,4,336.0,Non-unique-ticker
1761,US9113121068,UNITED PARCEL SER.'B',UPS,1694,51,10,1509.0,Non-unique-ticker
3505,US9113122058,UNITED PARCEL SER.'A',UPS,1694,51,10,,Non-unique-ticker
3521,NA,US.CELLULAR CORP.,USM,848,33,7,824.0,Non-unique-ticker
1763,US9116841084,UNITED STATES CELLULAR,USM,848,33,7,1509.0,Non-unique-ticker
3520,NA,US XPRESS ENTREP.'B',USX,323,41,8,824.0,Non-unique-ticker
1744,US90338N2027,U S XPRESS ENTERPRISES A,USX,323,41,8,946.0,Non-unique-ticker
2316,NA,COLLIER CREEK HOLDINGS CL B,UTZ,133,28,9,824.0,Non-unique-ticker
1786,US9180901012,UTZ BRANDS A,UTZ,133,28,9,832.0,Non-unique-ticker
3509,NA,UNIVISION COMMS.INCO.,UVN,68,14,7,824.0,Non-unique-ticker
3510,NA,UNIVISION COMMS.INCO.,UVN,68,14,7,824.0,Non-unique-ticker
3511,NA,UNIVISION COMMS.INCO.,UVN,68,14,7,824.0,Non-unique-ticker
2663,NA,GORES HOLDINGS IV INC CL B,UWMC,28,15,4,824.0,Non-unique-ticker
3526,NA,UWM HOLDINGS CORP CL C,UWMC,28,15,4,824.0,Non-unique-ticker
1787,US91823B1098,UWM HOLDINGS A,UWMC,28,15,4,500.0,Non-unique-ticker
3467,NA,TPG PACE SOLUTIONS CORP CL B,VCSA,16,10,5,824.0,Non-unique-ticker
3468,NA,TPG PACE SOLUTIONS CORP CL C,VCSA,16,10,5,824.0,Non-unique-ticker
3558,NA,VINE ENERGY INC CL B,VEI,21,12,4,824.0,Non-unique-ticker
3536,US92210C1062,VANTAGE ENERGY,VEI,21,12,4,,Non-unique-ticker
3557,US92735P1030,VINE ENERGY A DEAD - DELIST.02/11/21,VEI,21,12,4,159.0,Non-unique-ticker
3530,NA,VALERO ENERGY PARTNERS GEN.PTN.UNITS,VLP,27,9,4,824.0,Non-unique-ticker
3531,NA,VALERO ENERGY PARTNERS SUBORDNTD.UNITS,VLP,27,9,4,824.0,Non-unique-ticker
3529,US91914J1025,VALERO ENERGY PARTNERS DEAD - DELIST.10/01/19,VLP,27,9,4,707.0,Non-unique-ticker
2684,NA,GS ACQUISITION HOLDINGS CL B,VRT,82,23,7,824.0,Non-unique-ticker
1809,US92537N1081,VERTIV HOLDINGS A,VRT,82,23,7,915.0,Non-unique-ticker
3563,NA,VISHAY INTERTECH. CLASS B,VSH,422,30,9,824.0,Non-unique-ticker
1818,US9282981086,VISHAY INTERTECHNOLOGY,VSH,422,30,9,1509.0,Non-unique-ticker
1830,KYG9470A1022,VTEX A,VTEX,0,0,0,166.0,Non-unique-ticker
3574,NA,VTEX CL B,VTEX,0,0,0,824.0,Non-unique-ticker
3566,NA,VIZIO HOLDING CORP CL B,VZIO,176,12,8,824.0,Non-unique-ticker
1824,US92858V1017,VIZIO HOLDING A,VZIO,176,12,8,247.0,Non-unique-ticker
3588,NA,WAYFAIR CLASS B,W,2424,33,8,824.0,Non-unique-ticker
1849,US94419L1017,WAYFAIR CL.A,W,2424,33,8,1509.0,Non-unique-ticker
2185,NA,BOWX ACQUISITION CORP CL B,WE,62,23,6,824.0,Non-unique-ticker
3600,NA,WEWORKAINC CL C,WE,62,23,6,824.0,Non-unique-ticker
3589,NA,WEBER INC CL B,WEBR,55,21,6,824.0,Non-unique-ticker
1851,US94770D1028,WEBER A,WEBR,55,21,6,155.0,Non-unique-ticker
2221,NA,CACTUS INC CL B,WHD,180,16,7,824.0,Non-unique-ticker
331,US1272031071,CACTUS A,WHD,180,16,7,1033.0,Non-unique-ticker
3606,NA,WILLIAM LYON HOMES 'B',WLH,220,20,8,824.0,Non-unique-ticker
3607,US5520747008,WILLIAM LYON HOMES DEAD - DELIST.06/02/20,WLH,220,20,8,977.0,Non-unique-ticker
3113,NA,PETCOAHEALTHAAND WELLNESSACOMP CL C,WOOF,92,19,5,824.0,Non-unique-ticker
3114,NA,PETCOAHEALTHAANDA WELLNESSACOMP CL B,WOOF,92,19,5,824.0,Non-unique-ticker
3306,NA,SLACK TECHNOLOGIES INC CL B,WORK,763,23,6,824.0,Non-unique-ticker
3305,US83088V1026,SLACK TECHNOLOGIES A DEAD - DELIST.21/07/21,WORK,763,23,6,525.0,Non-unique-ticker
3609,NA,WILLIAMS PARTNERS LP CL 'B',WPZ,135,24,8,824.0,Non-unique-ticker
3608,US96949L1052,WILLIAMS PARTNERS DEAD - DELIST.13/08/18,WPZ,135,24,8,604.0,Non-unique-ticker
3582,NA,WARBY PARKER INC CL B,WRBY,84,14,6,824.0,Non-unique-ticker
1839,US93403J1060,WARBY PARKER A,WRBY,84,14,6,117.0,Non-unique-ticker
1847,US9426221019,WATSCO 'B',WSO,165,22,8,1498.0,Non-unique-ticker
1846,US9426222009,WATSCO,WSO,165,22,8,1509.0,Non-unique-ticker
3276,NA,SELECT ENERGY SERVICE INC CL B,WTTR,200,24,7,824.0,Non-unique-ticker
3277,NA,SELECT ENERGY SERVICES CL C,WTTR,200,24,7,824.0,Non-unique-ticker
1510,US81617J3014,SELECT ENERGY SVS.'A',WTTR,200,24,7,1235.0,Non-unique-ticker
3612,NA,WORLD WRESTLING ENTM.'B',WWE,1103,58,7,824.0,Non-unique-ticker
1889,US98156Q1085,WORLD WRESTLING ENTM.'A',WWE,1103,58,7,1509.0,Non-unique-ticker
3617,BMG982941046,XL GROUP DEAD - DELIST.12/09/18,XL,0,0,0,625.0,Non-unique-ticker
1898,US9837FR1002,XL FLEET A,XL,0,0,0,640.0,Non-unique-ticker
3623,NA,XPONENTIAL FITNESS CL B,XPOF,28,9,6,824.0,Non-unique-ticker
1901,US98422X1019,XPONENTIAL FITNESS A,XPOF,28,9,6,164.0,Non-unique-ticker
3625,NA,YOUNG BCAST.'B',YBTVQ,0,0,0,824.0,Non-unique-ticker
3626,NA,YOUNG BCAST.'C',YBTVQ,0,0,0,824.0,Non-unique-ticker
3624,NA,YELP CLASS B,YELP,1482,34,9,824.0,Non-unique-ticker
1906,US9858171054,YELP,YELP,1482,34,9,1509.0,Non-unique-ticker
2297,NA,CLEAR SECURE INC CL B,YOU,76,15,7,824.0,Non-unique-ticker
2298,NA,CLEAR SECURE INC CL C,YOU,76,15,7,824.0,Non-unique-ticker
2299,NA,CLEAR SECURE INC CL D,YOU,76,15,7,824.0,Non-unique-ticker
443,US18467V1098,CLEAR SECURE A,YOU,76,15,7,180.0,Non-unique-ticker
3465,NA,TPG PACE BENEFICIAL II CL B,YTPG,1,1,1,824.0,Non-unique-ticker
3466,NA,TPG PACE BENEFICIAL II CL C,YTPG,1,1,1,824.0,Non-unique-ticker
3632,NA,ZETA GLOBAL HOLDINGS CL B,ZETA,34,10,4,824.0,Non-unique-ticker
1916,US98956A1051,ZETA GLOBAL HOLDINGS A,ZETA,34,10,4,194.0,Non-unique-ticker
3638,NA,ZOOMINFO TECHNOLOGIES INC CL B,ZI,993,23,7,824.0,Non-unique-ticker
3639,NA,ZOOMINFO TECHNOLOGIES INC CL C,ZI,993,23,7,824.0,Non-unique-ticker
3635,NA,ZIPRECRUITER INC CL C,ZIP,264,18,6,824.0,Non-unique-ticker
1922,US98980B1035,ZIPRECRUITER A,ZIP,264,18,6,204.0,Non-unique-ticker
3640,NA,ZUORA INC CL B,ZUO,272,29,7,824.0,Non-unique-ticker
1925,US98983V1061,ZUORA A,ZUO,272,29,7,990.0,Non-unique-ticker
3633,NA,ZEVIAAPBC CL B,ZVIA,48,15,6,824.0,Non-unique-ticker
1917,US98955K1043,ZEVIA A,ZVIA,48,15,6,165.0,Non-unique-ticker
38,US00846U1016,AGILENT TECHS.,A,1347,53,9,1509.0,None
51,US0138721065,ALCOA,AA,278,30,6,1362.0,None
6,US00258W1080,AARON S COMPANY,AAN,46,13,5,328.0,None
24,US00751Y1064,ADV.AUTO PARTS,AAP,2091,69,8,1509.0,None
87,US0240131047,AMERICAN ASSETS TRUST,AAT,306,15,7,1509.0,None
9,US00287Y1091,ABBVIE,ABBV,561,29,7,1509.0,None
160,US0434361046,ASBURY AUTOMOTIVE GP.,ABG,1381,74,9,1509.0,None
11,US0009571003,ABM INDS.,ABM,2196,50,7,1509.0,None
131,US0389231087,ARBOR REALTY TST.,ABR,484,40,9,1509.0,None
8,US0028241000,ABBOTT LABORATORIES,ABT,2714,101,9,1509.0,None
139,US0396531008,ARCOSA,ACA,98,19,5,850.0,None
88,US0248351001,AMERICAN CAMPUS COMMNS.,ACC,584,33,9,1509.0,None
15,US00081T1088,ACCO BRANDS,ACCO,625,47,9,1509.0,None
13,US00436Q1067,ACCEL ENTERTAINMENT A 1,ACEL,137,15,8,1148.0,None
50,US0130911037,ALBERTSONS COMPANY A,ACI,121,35,4,434.0,None
27,US00766T1007,AECOM,ACM,1077,56,8,1509.0,None
14,IE00B4BNMY34,ACCENTURE CLASS A,ACN,3712,57,10,1509.0,None
16,US00489Q1022,ACRES COMMERCIAL REALTY,ACR,371,28,7,1509.0,None
143,US04013V1089,ARES COMMERCIAL RLST.,ACRE,119,25,5,1509.0,None
42,US0084921008,AGREE REALTY,ADC,299,33,7,1509.0,None
135,US0394831020,ARCHER DANIELS MIDLAND,ADM,1915,73,9,1509.0,None
21,IE00BD845X29,ADIENT,ADNT,262,22,8,1363.0,None
63,US0185811082,ALLIANCE DATA SYSTEMS,ADS,1076,55,8,1509.0,None
1952,US00790X1019,ADVANCED DISPOSAL SVS. DEAD - DELIST.30/10/20,ADSW,92,14,7,1024.0,None
22,US00090Q1031,ADT,ADT,180,24,5,1047.0,None
84,US0236081024,AMEREN,AEE,994,72,9,1509.0,None
89,US0256762065,AMERICAN EQ.INV.LF.HLDG.,AEL,586,37,9,1509.0,None
80,US02553E1064,AMER.EAG.OUTFITTERS,AEO,1602,53,9,1509.0,None
30,NL0000687663,AERCAP HOLDINGS N V,AER,68,16,6,1509.0,None
32,US00130H1059,AES,AES,657,56,8,1509.0,None
1960,US00817Y1082,AETNA DEAD - DELIST.29/11/18,AET,785,43,7,680.0,None
33,US00835Q1031,AEVA TECHNOLOGIES,AEVA,7,4,4,518.0,None
91,US0259321042,AMERICAN FINL.GP.OHIO,AFG,1093,25,8,1509.0,None
153,US04238R1068,ARMSTRONG FLOORING,AFI,165,25,5,1509.0,None
35,US0010551028,AFLAC,AFL,1497,67,8,1509.0,None
37,US0010841023,AGCO,AGCO,1283,53,8,1509.0,None
46,CA0115321089,ALAMOS GOLD 'A' (NYS),AGI,455,26,9,1509.0,None
40,US00857U1079,AGILON HEALTH,AGL,52,19,6,233.0,None
1984,IE00BY9D5467,ALLERGAN DEAD - DELIST.11/05/20,AGN,420,43,7,1042.0,None
170,BMG0585R1060,ASSURED GUARANTY,AGO,1472,42,8,1509.0,None
186,US05351W1036,AVANGRID,AGR,157,23,6,1509.0,None
1367,US72814N1046,PLAYAGS,AGS,94,9,6,1042.0,None
39,US00848J1043,AGILITI,AGTI,96,12,7,227.0,None
145,US04010E1091,ARGAN,AGX,261,21,8,1509.0,None
151,US04208T1088,ARMADA HOFFLER PROPS.,AHH,263,19,5,1509.0,None
2086,BMG053841059,ASPEN IN.HDG. DEAD - DELIST.16/02/19,AHL,611,37,7,732.0,None
163,US0441038694,ASHFORD HOSPLTY.TST.,AHT,355,22,9,1509.0,None
93,US0268747849,AMERICAN INTL.GP.,AIG,886,96,8,1509.0,None
48,US0123481089,ALBANY INTL.'A',AIN,925,55,9,1509.0,None
5,US0003611052,AAR,AIR,875,36,8,1509.0,None
121,US03750L1098,APARTMENT INCOME REIT,AIRC,32,16,3,315.0,None
127,US03820C1053,APPLIED INDL.TECHS.,AIT,1782,38,7,1509.0,None
169,US04621X1081,ASSURANT,AIZ,1409,67,8,1509.0,None
156,US3635761097,ARTHUR J GALLAGHER,AJG,1210,37,10,1509.0,None
31,US0078001056,AEROJET ROCKETDYNE HDG.,AJRD,914,58,10,1509.0,None
824,US38983D3008,GREAT AJAX,AJX,181,11,2,1509.0,None
3,US00152K1016,A K A BRANDS HOLDING,AKA,9,6,2,122.0,None
12,US0042391096,ACADIA REAL.TST.SHRE. BEN INT,AKR,590,25,9,1509.0,None
1974,US0015471081,AK STEEL HLDG. DEAD - DELIST.14/03/20,AKS,1492,48,9,1002.0,None
43,US00912X3026,AIR LEASE,AL,752,25,7,1509.0,None
49,US0126531013,ALBEMARLE,ALB,950,57,9,1509.0,None
52,CH0432492467,ALCON ORD SHS,ALC,105,15,3,741.0,None
1988,US02052T1097,ALON USA PARTNERS DEAD - DELIST.07/02/18,ALDW,17,6,3,475.0,None
62,US0185223007,ALLETE,ALE,711,51,7,1509.0,None
53,US0144911049,ALEXANDER AND BALDWIN,ALEX,578,27,7,1509.0,None
45,US0113111076,ALAMO GROUP,ALG,695,31,9,1509.0,None
47,US0116591092,ALASKA AIR GROUP,ALK,1528,47,7,1509.0,None
65,US0200021014,ALLSTATE ORD SHS,ALL,1240,63,7,1509.0,None
61,IE00BFRT3W74,ALLEGION,ALLE,746,27,7,1509.0,None
66,US02005N1000,ALLY FINANCIAL,ALLY,1624,31,7,1509.0,None
64,US01973R1014,ALLISON TNSM.HOLDINGS,ALSN,896,36,8,1509.0,None
181,US0528001094,AUTOLIV,ALV,686,76,6,1509.0,None
54,US0147521092,ALEXANDER'S,ALX,123,10,7,1509.0,None
74,US0231398845,AMBAC FINANCIAL GROUP,AMBC,318,14,4,1509.0,None
2008,US02318Y1082,AMBER ROAD DEAD - DELIST.03/07/19,AMBR,181,23,9,826.0,None
77,US00165C1045,AMC ENTERTAINMENT HDG. CL.A,AMC,434,30,7,1509.0,None
78,JE00BJ1F3079,AMCOR,AMCR,95,19,7,698.0,None
101,US0311001004,AMETEK,AME,1514,36,9,1509.0,None
34,US0082521081,AFFILIATED MANAGERS,AMG,607,31,7,1509.0,None
2020,US02752P1003,AMERICAN MIDSTREAM PTNS. DEAD - DELIST.23/07/19,AMID,348,37,8,840.0,None
166,US04546L1061,ASSETMARK FINANCIAL HOLDINGS,AMK,153,14,5,672.0,None
102,US0017441017,AMN HLTHCR.SVS.,AMN,941,39,9,1509.0,None
99,US03076C1062,AMERIPRISE FINL.,AMP,1488,30,7,1509.0,None
106,US03212B1035,AMPLIFY ENERGY,AMPY,181,33,6,1358.0,None
67,US0207641061,ALPHA METALLURGICAL RESOURCE,AMR,215,27,7,1404.0,None
85,US02361E1082,AMERESCO CLASS A,AMRC,583,27,5,1509.0,None
95,US03027X1000,AMERICAN TOWER,AMT,1210,36,9,1509.0,None
97,US03044L1052,AMERICAN WELL A,AMWL,178,20,8,377.0,None
182,US05329W1027,AUTONATION,AN,996,53,8,1509.0,None
2038,US03349M1053,ANDEAVOR DEAD - DELIST.01/10/18,ANDV,1067,56,9,638.0,None
148,US0404131064,ARISTA NETWORKS,ANET,1273,20,7,1509.0,None
119,US0367521038,ANTHEM,ANTM,1723,89,8,1509.0,None
116,US03615A1088,ANNOVIS BIO,ANVS,18,7,4,538.0,None
112,US03464Y1082,ANGEL OAK MORTGAGE,AOMR,22,10,3,189.0,None
120,IE00BLP1HW54,AON CLASS A,AON,1507,66,8,1509.0,None
158,US2289031005,ARTIVION,AORT,1128,46,10,1509.0,None
1558,US8318652091,SMITH (AO),AOS,1131,49,8,1509.0,None
104,US0320371034,AMPCO PITTSBURGH,AP,726,32,9,1509.0,None
157,US04316A1088,ARTISAN PTNS.ASTMGMT.,APAM,158,20,7,1509.0,None
2036,US0325111070,ANADARKO PETROLEUM DEAD - DELIST.09/08/19,APC,1160,55,8,853.0,None
44,US0091581068,AIR PRDS.& CHEMS.,APD,770,41,7,1509.0,None
123,US00187Y1001,API GROUP,APG,40,12,5,1119.0,None
105,US0320951017,AMPHENOL 'A',APH,828,44,7,1509.0,None
126,US03784Y2000,APPLE HOSPITALITY REIT,APLE,346,18,5,1509.0,None
1381,US74039L1035,PREFERRED ATT.COMMNS.,APTS,312,20,8,1509.0,None
129,JE00B783TY65,APTIV,APTV,858,49,8,1509.0,None
2024,US0309751065,AMERIGAS PTNS.L P UNT.L P INT.,APU,326,37,6,862.0,None
2056,US03842Q1085,AQUANTIA DEAD - DELIST.19/09/19,AQ,72,16,8,470.0,None
691,US30057T1051,EVOQUA WATER TECHS.,AQUA,251,24,7,1099.0,None
118,US03674X1063,ANTERO RESOURCES,AR,452,27,7,1509.0,None
2021,US0292271055,AMERICAN RENAL ASSOCS. HDG.,ARA,67,13,4,1199.0,None
132,US00191G1031,ARC DOCUMENT SOLUTIONS,ARC,323,25,7,1509.0,None
134,US03940R1077,ARCH RESOURCES A,ARCH,171,21,7,1371.0,None
55,US0152711091,ALEXANDRIA RLST.EQTIES.,ARE,1140,34,8,1509.0,None
144,US03990B1017,ARES MANAGEMENT A,ARES,282,16,8,1509.0,None
146,BMG0464B1072,ARGO GP.INTL.HOLDINGS,ARGO,643,55,9,1509.0,None
124,US03762U1051,APOLLO COML.RLST.FIN.,ARI,219,20,5,1509.0,None
82,US0291741090,AMER.REAL.INVRS.,ARL,40,9,5,1509.0,None
150,US04206A1016,ARLO TECHNOLOGIES,ARLO,126,13,5,911.0,None
130,US03852U1060,ARAMARK,ARMK,1186,49,8,1509.0,None
137,US03966V1070,ARCONIC,ARNC,69,16,5,494.0,None
136,US03957W1062,ARCHROCK,AROC,732,48,8,1509.0,None
155,US0427351004,ARROW ELECTRONICS,ARW,1233,48,9,1509.0,None
167,US0454871056,ASSOCIATED BANC-CORP,ASB,3931,74,8,1509.0,None
162,US00191U1025,ASGN,ASGN,1401,36,8,1509.0,None
164,US0441861046,ASHLAND GLOBAL HDG.,ASH,331,28,8,1509.0,None
26,US00773T1016,ADVANSIX,ASIX,223,15,5,1385.0,None
165,US04523Y1055,ASPEN AEROGELS,ASPN,269,19,7,1509.0,None
161,US00215W1009,ASE TECHNOLOGY HOLDING ADR 1:2,ASX,39,9,4,986.0,None
175,MHY0436Q1098,ATLAS,ATCO,177,19,8,1509.0,None
4,US0021211018,A10 NETWORKS,ATEN,277,23,8,1509.0,None
23,US00737L1035,ADTALEM GLOBAL EDUCATION,ATGE,1556,94,8,1509.0,None
60,US01741R1023,ALLEGHENY TECHS.,ATI,907,43,8,1509.0,None
173,US00216W1099,ATI PHYSICAL THERAPY A,ATIP,28,13,4,366.0,None
174,US0476491081,ATKORE,ATKR,308,21,7,1452.0,None
176,US0495601058,ATMOS ENERGY,ATO,943,40,9,1509.0,None
128,US0383361039,APTARGROUP,ATR,944,44,7,1509.0,None
71,US02156K1034,ALTICE USA 'A',ATUS,121,23,9,1192.0,None
179,US05070N1037,AUDACY A,AUD,684,25,9,1509.0,None
192,US05379B1070,AVISTA,AVA,1642,46,8,1509.0,None
185,US0534841012,AVALONBAY COMMNS.,AVB,1545,38,8,1509.0,None
83,US0303711081,AMER.VANGUARD,AVD,609,39,8,1509.0,None
184,US05338G1067,AVALARA,AVLR,438,23,9,945.0,None
187,US05350V1061,AVANOS MEDICAL,AVNS,179,24,3,1509.0,None
191,US05368V1061,AVIENT,AVNT,1331,54,9,1509.0,None
188,US05352A1007,AVANTOR,AVTR,259,34,10,714.0,None
2118,US0024441075,AVX DEAD - DELIST.30/03/20,AVX,3227,41,8,1013.0,None
190,US0536111091,AVERY DENNISON,AVY,985,49,8,1509.0,None
189,US05351X1019,AVAYA HOLDINGS,AVYA,257,18,6,1067.0,None
154,US04247X1028,ARMSTRONG WORLD INDS.,AWI,428,49,10,1509.0,None
96,US0304201033,AMERICAN WATER WORKS,AWK,957,62,8,1509.0,None
94,US0298991011,AMERICAN STS.WATER,AWR,1740,44,8,1509.0,None
195,US05465C1009,AXOS FINANCIAL,AX,957,32,9,1509.0,None
2041,US0352901054,ANIXTER INTL. DEAD - DELIST.22/06/20,AXE,1905,44,8,1071.0,None
79,US0240611030,AMER.AXLE & MNFG.,AXL,697,74,8,1509.0,None
90,US0258161092,AMERICAN EXPRESS,AXP,1243,62,9,1509.0,None
107,US0321591051,AMREP,AXR,116,20,6,1509.0,None
194,BMG0692U1099,AXIS CAPITAL HDG.,AXS,832,63,8,1509.0,None
193,BMG0750C1082,AXALTA COATING SYSTEMS,AXTA,477,28,8,1509.0,None
17,US00508Y1029,ACUITY BRANDS,AYI,900,39,9,1509.0,None
183,US0533321024,AUTOZONE,AZO,1492,61,9,1509.0,None
199,US0024741045,AZZ,AZZ,1035,46,8,1509.0,None
224,US0678061096,BARNES GROUP,B,2010,52,8,1509.0,None
270,US0970231058,BOEING,BA,1636,68,9,1509.0,None
215,US0605051046,BANK OF AMERICA,BAC,2011,89,10,1509.0,None
273,US0995021062,BOOZ ALLEN HAMILTN.HLDG.,BAH,777,38,8,1509.0,None
204,US05875B1061,BALLY S,BALY,107,14,8,748.0,None
205,US05990K1060,BANC OF CALIFORNIA,BANC,520,69,9,1509.0,None
228,US0718131099,BAXTER INTL.,BAX,1031,73,9,1509.0,None
257,CA09228F1036,BLACKBERRY (NYS),BB,93,11,5,1509.0,None
319,US1200761047,BUILD A BEAR WORKSHOP,BBW,727,48,9,1509.0,None
